[INFO ] 2022-01-04 22:04:41 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
[INFO ] 2022-01-05 18:00:40 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
